"mu","clonalmutations","s1","t1","s2","t2","cellularity","frequency1","frequency2","scmuts1","scmuts2","weight"
13.486702484945784,377.7283634239974,1.3741091561045233,9.27607631036883,1.8982903987634436,11.415509641087498,0.6616221586122399,0.6543,0.1711,141.0,132.0,0.0027428009521479313
16.189173512003137,295.5662040721333,1.3013085992230142,9.46001380204696,0.9419033483201444,9.415456399539066,0.6859871453947761,0.6723,0.0878,228.0,217.0,0.0025241631413371354
16.624314586297377,296.77940273791637,0.7517971461085283,6.240005317053358,1.3755194213275257,9.62451216710095,0.7135277457529915,0.594,0.2566,176.0,138.0,0.003067763925370991
14.41569630833617,299.9639737252113,1.2094249387425546,9.17506066070914,0.7877859264442725,8.7747483871897,0.6831070819577022,0.6656,0.0846,208.0,222.0,0.004827660328358991
13.911399724405083,317.0763555769131,1.8560637277198,10.67861520339996,1.9554613711423485,11.50826287047577,0.7127045906634657,0.6378,0.1856,198.0,171.0,0.004947767785996018
10.498447299405571,358.87724238384476,1.9567770851916804,11.94729976439971,0.6099907446150638,8.16825392143083,0.6788168025084604,0.561,0.0916,191.0,134.0,0.011703200662109987
13.023941139115955,354.5201817086027,1.8393322443535514,11.795323383586153,0.8129229204595365,9.912190203457456,0.713811184144763,0.5709,0.0505,200.0,182.0,0.022090669218099938
10.082515396891084,376.3466135438128,1.628507098001362,11.043624319584126,0.7425609742382859,8.611114699745126,0.6772693443862232,0.5551,0.1214,163.0,172.0,0.003889855987670689
14.720846243226934,339.0892091793345,0.573824878096853,6.076503379586668,1.2573314691427369,10.829675060549526,0.6894471490513026,0.5808,0.109,218.0,238.0,0.0015773821152445756
14.318512885711538,322.047363996471,1.19130912796385,8.890335581074789,0.6693108428914272,7.328597060303279,0.7086126552239518,0.6302,0.1595,157.0,170.0,0.004798376491622437
12.662952418194212,326.94049649039687,1.290208425000835,9.534918833630398,0.5624220375440472,7.0284503694550144,0.7012857199948429,0.6155,0.1344,193.0,163.0,0.004536141817316347
15.082144020839333,281.7128543019067,1.1114141266062942,8.254557901975934,1.2529097043288728,9.832879136793526,0.7239693934273312,0.6808,0.1424,231.0,173.0,0.0017911991455727655
15.305897403525565,335.8210783995154,1.3005899839059811,9.912604475828806,0.1907678512413712,4.681315342079991,0.7023868699728386,0.6105,0.0741,189.0,232.0,0.0027334771492585233
13.563475807472038,294.0556842676451,0.9058428306060854,7.889280169961035,0.7854395973186233,9.272040444523142,0.6858023772509404,0.6761,0.0523,241.0,229.0,0.0016636475837596243
13.601785717465674,383.03080354242695,1.1722814240407191,9.614813024092497,1.0193705581998418,10.304245864791998,0.6884473078126573,0.5662,0.0849,145.0,210.0,0.0027415913411997965
11.481659660851923,342.7903980749629,1.565332375664114,9.847685232276252,0.7815647637593672,7.711598950365628,0.6787717654787718,0.672,0.1558,166.0,192.0,0.0023655956707370283
14.159511742690297,303.27747577193554,2.3038362594142594,10.06935074388358,1.4687933065418608,8.43913064352314,0.7203673789331743,0.601,0.3387,186.0,58.0,0.005780813157790959
16.812013949155073,291.93808082856265,1.3015151000739003,10.022641120425552,0.3896520389365882,6.547200918394344,0.6971834541486382,0.5815,0.086,221.0,191.0,0.0029814405673726655
13.298405338678577,341.14107256561556,1.1779751146281523,9.798913063542102,1.0694655071345764,10.938019410772707,0.6863480700559539,0.5567,0.0562,186.0,160.0,0.003050153097475882
17.28665329057349,192.6357159705779,1.0450348033664985,8.264084586526812,-0.028185698349637522,0.2104683598565822,0.7456283066768713,0.6538,0.1317,276.0,230.0,0.0053499387672577585
11.928160744492423,338.75727963007523,1.2615738973119102,10.41547906688947,0.5818209052424159,8.661723518067838,0.6831303832105029,0.4877,0.0651,228.0,131.0,0.003592982689223644
13.523643645106162,269.12882536838686,2.72127053334435,12.9289045404292,3.1683251166569817,13.889019706780783,0.7250148459605591,0.5568,0.1703,263.0,180.0,0.0067864386420960965
14.514882054888755,376.48092623735397,1.2797661089948622,9.504250271269346,0.45112889145450735,5.826664996305789,0.6796924749170625,0.5704,0.1864,157.0,151.0,0.0014158508875260162
10.899565856089465,334.1578468837006,1.1903767402810324,8.763543422277557,2.064327952751996,12.13879010901739,0.6922462586361637,0.6865,0.1127,164.0,142.0,0.001918518475997656
14.159163318029652,325.3265950045586,1.7825389376697993,10.93569475951877,1.1202651988108447,10.069619019581427,0.6680050631565527,0.6609,0.0972,189.0,218.0,0.002708172532035261
13.590393104722912,288.1289859880957,1.3270340459628807,9.729726553446884,1.0001849239016305,9.888959810693976,0.693775780715796,0.6525,0.0798,228.0,196.0,0.003734410849350705
14.455173716413366,327.40463315093547,1.0521612657296733,9.047924359794045,0.6513162873583411,7.900169701447423,0.7081191671928345,0.526,0.1493,193.0,190.0,0.0025093611346805053
14.331353356974276,318.32793156607744,1.8330456030932432,10.13996208969014,1.0835134215477018,8.780956937359365,0.6746349709283772,0.723,0.145,178.0,117.0,0.0032221377772739235
15.329444818275139,332.60552898255236,1.5030821107274077,10.507831024832205,0.3734933308888217,5.849253667949225,0.7097645751293065,0.5839,0.1231,218.0,238.0,0.0021892960050512557
10.718943567652321,324.86626337813226,1.4462278560303328,9.66550978228741,1.1196646702452189,9.329027219480864,0.6976688729389936,0.6341,0.1747,190.0,123.0,0.003939738738041136
12.128545975666638,317.68576279419847,5.554093523056798,14.809227580956025,0.966111737744625,9.337510524844138,0.6680103235798065,0.6799,0.0973,231.0,136.0,0.0027495882071144717
12.212927752461074,344.6784369189706,2.4220527048340714,12.633904735171168,0.8955140833271686,9.267242007059158,0.6903178104316744,0.5667,0.1282,186.0,157.0,0.001973787400600495
